id,tanggal,platform,link url,teks,label,unnamed: 6,label.1,ciri-ciri kalimat,contoh,panjang_teks,jumlah_kata,teks_clean
112,18/06/2026,X / Twitter,https://x.com/KukuhSatriaS/status/2067653013486084232,"@AlfianBahri47 Serius deh sistem zonasi ini bullshit, perumahan PT tidak bisa masukkan anaknya karena pt itu berada di kecamatan sebelah, desa yang padahal tetanggaan ga bisa daftar karena beda kecamatan. Dan ada yang keterima padahal jarak rumahnya ke sekolah 20 km karena satu kecamatan",Negatif,,,,,288,44,serius sistem zonasi bullshit rumah masuk anak ada camat belah desa padahal tetangga daftar beda camat terima padahal jarak rumah sekolah satu camat
113,18/06/2026,X / Twitter,https://x.com/bubblyfied/status/2067584722100982248,@Zarrabizz dikiranya masuk PTN sistem zonasi kali ah😭,Netral,,,,,53,8,kira masuk ptn sistem zonasi kali
114,18/06/2026,X / Twitter,https://x.com/menfessbogor/status/2067545009851932810,"**[BYE ZONASI?! 🚨🚫]**"" Sistem masuk SMAN 1 & SMKN 3 Bogor berubah total lewat program *Sekolah MAUNG* Katanya sih “Zero Titipan”, kalau ada kepsek yang berani masukin anak pejabat lewat jalur belakang, bakal langsung dicopot. Gimana menurut warga Bogor? Adil gak kebijakan kayak gini, atau malah bikin kasta baru antar sekolah? 👇👇 ""#bogorfess #sekolahmaung #maung #bogorhits",Negatif,,,,,374,56,bye zonasi sistem masuk sman smkn bogor ubah total lewat program sekolah maung kata zero titip kepsek berani masukin anak jabat lewat jalur belakang bakal langsung copot gimana warga bogor adil bijak malah bikin kasta baru antar sekolah
115,18/06/2026,X / Twitter,https://x.com/hyjeyi/status/2067533254102782378,@minhwa_raa SUMPAAAA KESEL BGT EMG SISTEM ZONASI SKRG,Negatif,,,,,53,8,sumpaaaa kesel emg sistem zonasi skrg
116,18/06/2026,X / Twitter,https://x.com/seblakpti/status/2067528637801542112,"@txtdrbekasi kalo sekolah negeri favorit bisa turun kelas karena sistem zonasi, artinya sistem pendidikan kita masih belum merata. masa iya anak2 pinter dan berpotensi harus ke sekolah favorit dulu untuk bisa berkembang? 🙄",Positif,,,,,222,33,sekolah negeri favorit turun kelas sistem zonasi arti sistem didik masih rata masa iya anak pinter potensi sekolah favorit dulu kembang
117,18/06/2026,X / Twitter,https://x.com/Ans37035/status/2067513983180181858,"@AlfianBahri47 Dan pemerintah mengingkari keputusan sistem zonasi ciptaannya dengan membuat sekolah garuda dan sekolah unggulan lain. Sudah dananya sangat besar, semakin elitis dan berjarak dengan pendidikan secara umum. Mengapa nggak memperbaiki akar masalah utama pendidikan?",Negatif,,,,,277,35,perintah ingkar putus sistem zonasi cipta buat sekolah garuda sekolah unggul dana sangat besar makin elitis jarak didik umum baik akar masalah utama didik
118,18/06/2026,X / Twitter,https://x.com/masfajuang/status/2067488059613229158,@AlfianBahri47 Sistem zonasi akan mempercepat laju pembodohan generasi yang tidak pernah terbayangkan.,Negatif,,,,,102,12,sistem zonasi cepat laju bodoh generasi pernah bayang
119,18/06/2026,X / Twitter,https://x.com/LeonardusLitik/status/2067481706698072327,"@txtdrbekasi Sekolah negeri itu fasilitas dan kualitas pendidikannya kurang dibanding swasta. Satu-satunya yang bikin bisa bersaing dengan swasta elit adalah seluruh anak pintar dikumpulin di 2-3 sekolah saja. Tapi sejak sistem zonasi yang pintar2 disebar, akibatnya secara rata2 jadi dibawah",Netral,,,,,292,40,sekolah negeri fasilitas kualitas didik kurang banding swasta satu satu bikin saing swasta elit seluruh anak pintar dikumpulin sekolah tapi sejak sistem zonasi pintar sebar akibat rata bawah
120,18/06/2026,X / Twitter,https://x.com/berlarian/status/2067480773310160996,"@sampingfore @txtdrbekasi Jadi yg biasa aja tetep masuk di sekolah negeri yg biasa, yg pinter kumpulnya di sekolah negeri fav karena kuota sekolahnya tercukupi. Di luar jakarta belum nemu wilayah yg fasilitas pendidikannya merata, jadi sistem zonasi emang ga cocok dan malah bikin anak2 susah sekolah.",Positif,,,,,301,46,biasa tetep masuk sekolah negeri biasa pinter kumpul sekolah negeri fav kuota sekolah cukup luar jakarta nemu wilayah fasilitas didik rata sistem zonasi cocok malah bikin anak susah sekolah
121,20/06/2026,X / Twitter,https://x.com/amrudinnejad_/status/2068356740937289888,"Jelang Munas dan Konbes NU, Masyayikh Angkat Suara: Tolak Zonasi AHWA, Dorong Muktamar Digelar di Pesantren"" ""https://t.co/XVdYlka4at",Negatif,,,,,133,17,jelang munas konbes masyayikh angkat suara tolak zonasi ahwa dorong muktamar gelar pesantren
122,18/06/2026,X / Twitter,https://x.com/amrudinnejad_/status/2067599030138597831,"Mujalasah PWNU dan PCNU seJateng-DIY bersepakat: 𝗗𝘂𝗸𝘂𝗻𝗴 𝗣𝗲𝗻𝘂𝗵 𝗠𝘂𝗸𝘁𝗮𝗺𝗮𝗿 𝗡𝗨 𝟯𝟱 𝗱𝗶 𝗟𝗶𝗿𝗯𝗼𝘆𝗼, 𝗱𝗲𝗻𝗴𝗮𝗻 𝘀𝘆𝗮𝗿𝗮𝘁 𝗺𝘂𝘁𝗹𝗮𝗸 𝗧𝗼𝗹𝗮𝗸 𝗭𝗼𝗻𝗮𝘀𝗶 𝗱𝗮𝗻 𝗣𝗲𝗺𝗯𝗮𝘁𝗮𝘀𝗮𝗻 𝗔𝗛𝗪𝗔. Sikap tegas bukan basa-basi. PWNU & PCNU se DIY dan Jateng Menegaskan bahwa Muktamar NU harus tetap jadi ajang terbuka, bukan panggung terbatas. #MuktamarNU35 #Lirboyo #TolakAHWAZonasi #PWNU #PCNU"" ""https://t.co/Uh0Z6u9WXK?",Negatif,,,,,367,50,mujalasah pwnu pcnu sejateng diy sepakat sikap tegas basa basi pwnu pcnu diy jateng tegas muktamar tetap ajang buka panggung batas
123,18/06/2026,X / Twitter,https://x.com/HIVIsaids/status/2067451932512575911,@molahctj HAH SUMPEH akamsi pun kena tolak... besok besok buka jalur zonasi aja dah ui,Negatif,,,,,86,15,hah sumpeh akamsi kena tolak besok besok buka jalur zonasi
124,05/03/2026,X / Twitter,https://x.com/titik88977423/status/2029414739521188283,"Selain ngajari anak buat menolak jika dia tidak nyaman, kita perlu ngajarin anak kita buat menerima penolakan. Bahwa ya ditolak tuh ga papa. Move on cari yang lain."" Biar apa? Biar ga kejadian mengkampak sat cinta di tolak, cinta ditolak dukun bertindak, menggunakan joki buat ujian, nyogok biar masuk zonasi. Caranya gimana? Gatau akupun masih meraba 🤣 Paling kalo anak cerita dia ga ditemenin si x aku menghiburnya ya main lho Ama y, z. Kan banyak temennya. ""Banyak bgt PR jadi ortu ya",Negatif,,,,,487,83,ngajari anak buat tolak nyaman perlu ngajarin anak buat terima tolak tolak tuh papa move cari biar apa biar jadi mengkampak sat cinta tolak cinta tolak dukun tindak guna joki buat uji nyogok biar masuk zonasi cara gimana gatau aku raba paling anak cerita dia ditemenin aku hibur main lho ama banyak temennya banyak ortu
125,31/01/2026,X / Twitter,https://x.com/sayitblessed/status/2017420163944222856,"@txtdaritaxpayer Jogja masih ada ASPD, untuk jadi tolak ukur masuk SMA favorit, meskipun ada batasan zonasi kecamatan. Tp anak2 pinter tetep bisa masuk via japres. Lintas kecamatan juga bisa pake japres.",Negatif,,,,,203,31,jogja aspd tolak ukur masuk sma favorit meski batas zonasi camat anak pinter tetep masuk japres lintas camat pake japres
126,17/07/2025,X / Twitter,https://x.com/jahejerukanget/status/1945652968046624768,"@kegblgnunfaedh Kemarin keponakan ku mau daftar SD Negri di tolak dengan alasan bukan zonasi nya, akhirnya daftar sekolah swasta karna takut nanti ga dapet sekolah ehh malah tiba2 guru SD Negri nya ke rumah suruh masuk kesana lagi dengan alasan mereka kekurangan murid😭",Negatif,,,,,269,43,kemarin keponakan mau daftar negri tolak alas zonasi akhir daftar sekolah swasta karna takut dapet sekolah ehh malah tiba guru negri rumah suruh masuk kesana alas kurang murid
127,07/06/2025,X / Twitter,https://x.com/fallingmonstar/status/1931318313235489011,@Gweitracker @sosmedkeras semenjak zonasi sekolah negeri atau bukan ga jadi tolak ukur lagi siswanya pinter,Negatif,,,,,107,15,semenjak zonasi sekolah negeri tolak ukur siswa pinter
128,24/10/2024,X / Twitter,https://x.com/priyono_fpr/status/1849412927687885004,"@rasyilaa Jangan jadikan jakarta sebagai tolak ukur. Mungkin zonasi d jakarta cocok. Tp blom tentu di daerah. Klo zonasi dipaksa nasional, padahal tolak ukurnya jakarta. Ya amburadul. Jakarta hanya 1 dari 98 kota. Liat kota malang ada brp SMA negeri",Negatif,,,,,249,40,jangan jadi jakarta tolak ukur mungkin zonasi jakarta cocok blom daerah klo zonasi paksa nasional padahal tolak ukur jakarta amburadul jakarta kota liat kota malang brp sma negeri
129,21/10/2024,X / Twitter,https://x.com/VIVAcoid/status/1848436735149281571,"Apindo Tegaskan Tolak Aturan Kemasan Rokok Polos hingga Zonasi, Kerugian Bisa Capai Ratusan Triliun https://t.co/GnPLDngKyR",Netral,,,,,123,15,apindo tegas tolak atur kemas rokok polos hingga zonasi rugi capai ratus triliun
130,22/09/2024,X / Twitter,https://x.com/theholybarboach/status/1837708783398932601,"@liaasister UN itu memang harusnya tidak menentukan kelulusan, tapi bukan berarti harus di hapuskan. Menurutku biarkan saja jadi tolak ukur buat masuk SMA. Zonasi? Ya kalo maksa tinggal kasih kek berapa bangku buat zonasi.",Negatif,,,,,222,34,harus tentu kelulus arti hapus turut biar tolak ukur buat masuk sma zonasi maksa tinggal kasih kek berapa bangku buat zonasi
131,11/09/2024,X / Twitter,https://x.com/PP_FSPRTMMSPSI/status/1833811050594009197,"RTMM BERKABUNG!!!"" 1. Tolak kemasan polos tanpa merek di RPMK 2. ⁠Tolak pemberlakuan batas maksimal tar dan nikotin ""3. ⁠Tolak larangan zonasi penjualan dan iklan luar ruang https://t.co/QhwB2kSPSV",Negatif,,,,,197,28,rtmm kabung tolak kemas polos merek rpmk tolak laku batas maksimal tar nikotin tolak larang zonasi jual iklan luar ruang
132,10/09/2024,X / Twitter,https://x.com/cnbcindonesia/status/1833626677655834657,Ramai-Ramai Pengusaha-Industri Kreatif Tolak Aturan Zonasi Iklan Rokok https://t.co/jgMupPOkJJ,Netral,,,,,94,9,ramai ramai usaha industri kreatif tolak atur zonasi iklan rokok
133,28/08/2024,X / Twitter,https://x.com/cnbcindonesia/status/1828795884051779786,Ramai-Ramai Pengusaha-Industri Kreatif Tolak Aturan Zonasi Iklan Rokok https://t.co/EUCA2vFvrq,Netral,,,,,94,9,ramai ramai usaha industri kreatif tolak atur zonasi iklan rokok
134,05/07/2024,X / Twitter,https://x.com/Ran68120430/status/1809094425920032804,@B3doel___ @awan_mer4h @Kemendag @DPR_RI @jokowi Zonasi larangan jual rokok sudah ada lama.. itu medura jangan asal tolak,Negatif,,,,,121,17,zonasi larang jual rokok lama medura jangan asal tolak
135,05/07/2024,X / Twitter,https://x.com/hemaviton99/status/1809080972375380353,"@Alitt4mb3ng @Bambang_pacul @mikuroQ @jokowi @Kemendag @DPR_RI Tolak lah semua peritel raksasa modern masuk desa di nkri."" ""Masuk boleh tapi zonasi jarak harus 3 km satu",Negatif,,,,,169,25,tolak lah semua ritel raksasa modern masuk desa nkri masuk tapi zonasi jarak satu
136,05/07/2024,X / Twitter,https://x.com/B3doel___/status/1809060218061607057,"Paguyuban Pedagang Madura Tolak Larangan Zonasi Penjualan Rokok di RPP Kesehatan"" @Kemendag @DPR_RI @jokowi #BerjuangBersamaPedagang #TolakZonasi200MeterRPPKesehatan #StopAturanNyusahinRakyat ""- a thread- https://t.co/GExUXw4Q0A",Negatif,,,,,228,21,paguyuban dagang madura tolak larang zonasi jual rokok rpp sehat thread
137,03/07/2024,X / Twitter,https://x.com/SINDOnews/status/1808647802999968073,Pengusaha Ritel Tolak Zonasi Larangan Penjualan Rokok dalam RPP Kesehatan https://t.co/L2HtoEJfkt,Netral,,,,,97,11,usaha ritel tolak zonasi larang jual rokok rpp sehat
138,01/07/2024,X / Twitter,https://x.com/rmol_id/status/1807807633086443784,"Pemilik Warung Kelontong Tolak Wacana Zonasi Penjualan Rokok"" ""https://t.co/GrV8H9AkqV",Negatif,,,,,86,9,milik warung kelontong tolak wacana zonasi jual rokok
139,28/06/2024,X / Twitter,https://x.com/cnbcindonesia/status/1806706658502193328,Bos Ritel Tolak Aturan Zonasi Penjualan Rokok di RPP Kesehatan https://t.co/0dGNindG8R,Netral,,,,,86,11,bos ritel tolak atur zonasi jual rokok rpp sehat
140,28/06/2024,X / Twitter,https://x.com/Metro_TV/status/1806547765171810588,"Tolak ukur jalur zonasi tak jelas, calon siswa nekat manipulasi rapor untuk mengikuti jalur prestasi. 🤯"" ""#ppdb #zonasisekolah #jalurprestasi #siswa #pendidikan #sekolah https://t.co/A6fWrPvQpX",Negatif,,,,,193,23,tolak ukur jalur zonasi tak jelas calon siswa nekat manipulasi rapor ikut jalur prestasi
141,20/06/2024,X / Twitter,https://x.com/VIVAcoid/status/1803780358208733404,Pedagang Kecil dan UMKM Tolak Aturan Zonasi Penjualan Rokok di RPP Kesehatan https://t.co/lRoN7j8usg,Netral,,,,,100,13,dagang kecil umkm tolak atur zonasi jual rokok rpp sehat
142,10/11/2023,X / Twitter,https://x.com/Infodadakann/status/1722786219619447007,"Padahal sesuai Rencana Zonasi Wilayah Pesisir dan Pulau-Pulau Kecil (RZWP3K), dijelaskan bhw pemilik modal hrs memastikan adanya ruang penghidupan dan akses utk nelayan kecil, nelayan tradisional, pembudidaya ikan kecil, &amp""; petambak garam kecil.; #JanjiPalsuBTID ""Tolak Akusisi BTID https://t.co/zQoltiGDNv",Negatif,,,,,310,38,padahal sesuai rencana zonasi wilayah pesisir pulau pulau kecil rzwp jelas bhw milik modal hrs pasti ada ruang hidup akses nelayan kecil nelayan tradisional pembudidaya ikan kecil tambak garam kecil tolak akusisi btid
143,07/11/2023,X / Twitter,https://x.com/roman_paqr/status/1721843370384097554,"Marthin juga menegaskan, jika segala pemanfaatan sumber daya wilayah pesisir haruslah mengacu pada rencana tata ruang yg diatur dlm Rencana Zonasi Wilayah Pesisir dan Pulau-Pulau Kecil (RZWP3K)."" #EksklusifitasMarukBTID ""Tolak Rencana Penguasaan Ruang Darat dan Laut BTID https://t.co/J7bfSxQ2hD",Negatif,,,,,295,37,marthin tegas segala manfaat sumber daya wilayah pesisir harus acu rencana tata ruang atur dlm rencana zonasi wilayah pesisir pulau pulau kecil rzwp tolak rencana kuasa ruang darat laut btid
144,07/11/2023,X / Twitter,https://x.com/_Umamlik/status/1721778518215082440,"Padahal sudah sangat jelas segala pemanfaatan sumber daya wilayah pesisir harus mengacu pada rencana tata ruang yang diatur dalam Rencana Zonasi Wilayah Pesisir dan Pulau-Pulau Kecil (RZWP3K)."" #EkslusifitasMarukBTID ""Tolak Rencana Penguasaan Ruang Darat dan laut BTID",Negatif,,,,,268,36,padahal sangat jelas segala manfaat sumber daya wilayah pesisir acu rencana tata ruang atur rencana zonasi wilayah pesisir pulau pulau kecil rzwp tolak rencana kuasa ruang darat laut btid
145,07/11/2023,X / Twitter,https://x.com/Infodadakann/status/1721754146129445237,"Efeknya nanti nelayan udah gak boleh melintas dan menangkap ikan di sekitar situ lagi."" Sementara itu pada Rencana Zonasi Wilayah Pesisir dan Pulau-Pulau Kecil (RZWP3K) diterangkan bahwa pemilik modal .. #EkslusifitasMarukBTID ""Tolak Rencana Penguasaan Ruang Darat dan laut BTID https://t.co/7PWo9TCDED",Negatif,,,,,302,40,efek nelayan lintas tangkap ikan situ sementara rencana zonasi wilayah pesisir pulau pulau kecil rzwp terang milik modal tolak rencana kuasa ruang darat laut btid
146,06/11/2023,X / Twitter,https://x.com/Tarmijah_K0/status/1721419725987840392,"Marthin menegaskan, segala pemanfaatan sumber daya wilayah pesisir harus mengacu pada rencana tata ruang yang diatur dalam Rencana Zonasi Wilayah Pesisir dan Pulau-Pulau Kecil (RZWP3K)."" ""Intinya Tolak PKKPRL BTID 😎"" ""#JanjiPalsuBTID https://t.co/auU7NCf4En",Negatif,,,,,257,32,marthin tegas segala manfaat sumber daya wilayah pesisir acu rencana tata ruang atur rencana zonasi wilayah pesisir pulau pulau kecil rzwp inti tolak pkkprl btid
147,04/11/2023,X / Twitter,https://x.com/brokenpieecess/status/1720770681179377813,"lo pernah nangis di depan umum ga sih anjrit?"" ""GUE PERNAH NANGIS DI ANGKOT KARENA DI TOLAK ZONASI AJG😭 mana rame terus gue sendiri💔💔💔",Negatif,,,,,134,24,pernah nang depan umum anjrit gue pernah nang angkot tolak zonasi ajg mana rame terus gue sendiri
148,27/09/2023,X / Twitter,https://x.com/KompasTV/status/1707001673477210267,MK Tolak Gugatan soal Sistem Zonasi PPDB https://t.co/mM5JB1CgSH,Negatif,,,,,64,8,tolak gugat soal sistem zonasi ppdb
149,27/09/2023,X / Twitter,https://x.com/kompascom/status/1706980554695115009,MK tolak gugatan uji materi UU Sisdiknas soal sistem zonasi PPDB. MK sebut sistem zonasi tak mengandung isu konstitusionalitas yang menjadi ranah MK https://t.co/6XD0SR8Zvd,Netral,,,,,172,24,tolak gugat uji materi sisdiknas soal sistem zonasi ppdb sebut sistem zonasi tak kandung isu konstitusionalitas jadi ranah
150,27/09/2023,X / Twitter,https://x.com/CNNIndonesia/status/1706968416748449927,"MK Tolak Gugatan Hapus PPDB Sistem Zonasi"" ""https://t.co/YLHsFePOSJ",Netral,,,,,67,8,tolak gugat hapus ppdb sistem zonasi
151,29/07/2023,X / Twitter,https://x.com/widodoyusuf352/status/1685268957698334720,"Persis dg kejadian anak saya. "" ""Mndaftar dislh satu SMP favorit di Ngawi Ja-Tim tdk diterima krn tdk masuk Zonasi. Dan lewat jalur prestasi jg tdk masuk, akhirnya saya daftarkan saja di SMP Muhammadiyah. Ada yg menawarkan jasa utk masuk ke SMP favorit tsb, tp saya tolak",Negatif,,,,,271,47,persis jadi anak mndaftar dislh satu smp favorit ngawi tim terima krn masuk zonasi lewat jalur prestasi masuk akhir daftar smp muhammadiyah tawar jasa masuk smp favorit tsb tolak
152,23/07/2023,X / Twitter,https://x.com/tempodotco/status/1683034486131523584,Respons Muhadjir Effendy Soal Kepala Daerah Tolak Zonasi PPDB #TempoTekno https://t.co/9TaPOfR46e,Netral,,,,,97,11,respons muhadjir effendy soal kepala daerah tolak zonasi ppdb
153,23/07/2023,X / Twitter,https://x.com/CNNIndonesia/status/1683017946195722241,Muhadjir soal Edy Rahmayadi Tolak Zonasi PPDB: Bicarakan Dulu https://t.co/deCRGDaN8d,Netral,,,,,85,10,muhadjir soal edy rahmayadi tolak zonasi ppdb bicara dulu
154,23/07/2023,X / Twitter,https://x.com/tempodotco/status/1682985417195544577,"Edy Rahmayadi Tolak Zonasi PPDB Sekolah, Menko PMK: Silakan Kalau Punya Sistem Lebih Bagus #TempoNasional https://t.co/UidCtmiei6",Netral,,,,,129,16,edy rahmayadi tolak zonasi ppdb sekolah menko pmk sila punya sistem bagus
155,22/07/2023,X / Twitter,https://x.com/CNNIndonesia/status/1682743279409061888,Muhadjir Jawab Edy Rahmayadi Tolak Zonasi PPDB: Silakan Ada Alternatif https://t.co/Rmp0QEkhn0,Netral,,,,,94,11,muhadjir jawab edy rahmayadi tolak zonasi ppdb sila alternatif
156,21/07/2023,X / Twitter,https://x.com/CNNIndonesia/status/1682346672922439682,"Edy Rahmayadi Tolak Sistem Zonasi PPDB, Sudah Lapor ke Jokowi"" ""https://t.co/RFpM7luKEf",Netral,,,,,87,11,edy rahmayadi tolak sistem zonasi ppdb lapor jokowi
157,21/07/2023,X / Twitter,https://x.com/CNNIndonesia/status/1682330698563346432,"Edy Rahmayadi Tolak Sistem Zonasi PPDB, Sudah Lapor ke Jokowi https://t.co/cwmeTonwrQ",Netral,,,,,85,11,edy rahmayadi tolak sistem zonasi ppdb lapor jokowi
158,20/07/2023,X / Twitter,https://x.com/hxwaoAkaso/status/1681999918813302788,@psychoIogie Mungkin cobaan aku udah keluar di pendaptaran SMp beda koma doang ama SMP top dan akhirnya aku ikhlasin tapi mamah tawarin buat nyogok aku tolak lah mending swata aja mana jelek lagi tpi dipermudah di SMA masuk zonasi dan kuliah tiba2 dpt IPB jalur laport 😭🫶,Negatif,,,,,271,47,mungkin coba aku keluar pendaptaran smp beda koma doang ama smp top akhir aku ikhlasin mamah tawarin buat nyogok aku tolak lah mending swata mana jelek tpi mudah sma masuk zonasi kuliah tiba dpt ipb jalur laport
159,15/07/2023,X / Twitter,https://x.com/alim_alita/status/1680107053262725120,"NU tolak mentah mentah tawaran cawapres Anies"" ""Gatot Subroto BABY DON'T STOP Luis Milla Teddy ppdb zonasi Siang quby pentol Happy Ending Vario Tom Holland Guru BK Liverpool Newcastle Diemin Naik Arsenal #SEVENbyJUNGKOOK #JENNIExDUA #ThankYouAryaSaloka https://t.co/lP934lXyPK",Negatif,,,,,276,36,tolak mentah mentah tawar cawapres anies gatot subroto baby don stop luis milla teddy ppdb zonasi siang quby pentol happy ending vario tom holland guru liverpool newcastle diemin naik arsenal
160,11/07/2023,X / Twitter,https://x.com/yooniebii/status/1678775389722914816,"@tanyakanrl Susah bangeet nder sistemnyaa zonasi🥲 ponakanku aja baru dapet hari ini.. Alhamdulillah bgt masih dapet SMK"" ""Dua kali daftar SMA di tolak Mulu🙃",Negatif,,,,,156,24,susah bangeet nder sistemnyaa zonasi ponakan baru dapet hari alhamdulillah dapet smk kali daftar sma tolak mulu
161,08/05/2026,X / Twitter,https://x.com/azigizagzag/status/2052632065255121245,@Hidupsebagai62 Karena sekolah negeri dihancurkan oleh sistem zonasi yg tidak adil dan menurun kan mutu sekolah.. Dulu murid yg bersusah payah agar masuk sekolah negeri sekarang murid yg sudah jd org tua itu bersusah payah agar anaknya bisa masuk sekolah swasta..,Negatif,,,,,263,41,sekolah negeri hancur sistem zonasi adil turun mutu sekolah dulu murid susah payah masuk sekolah negeri sekarang murid org tua susah payah anak masuk sekolah swasta
162,15/07/2025,X / Twitter,https://x.com/Reivolusi/status/1945109896376279227,"Harusnya system Zonasi Fleksibel dan Bertahap"" Alih-alih menggunakan batas wilayah keras (radius mutlak), gunakan zonasi berlapis: Lapisan 1 (Prioritas): Jarak sangat dekat, misal ≤ 1 km. Lapisan 2 (Pertimbangan): Jarak menengah, misal 1–3 km. Lapisan 3 (Cadangan): Di luar radius tapi dengan alasan kuat, seperti tidak ada sekolah negeri lain yang bisa dijangkau. Sehingga semua anak dapat bersekolah. ""Masalah utamanya adalah masih ada sekolah unggulan dan sekolah biasa. Sistem zonasi bisa adil hanya jika kualitas semua sekolah merata."" Tingkatkan mutu guru, sarana, dan anggaran di sekolah yang dianggap kurang favorit. ""Jangan ada branding sekolah favorit dalam sistem pendidikan publik.",Positif,,,,,693,99,harus system zonasi fleksibel tahap alih alih guna batas wilayah keras radius mutlak guna zonasi lap lapis prioritas jarak sangat dekat misal lapis timbang jarak tengah misal lapis cadang luar radius alas kuat sekolah negeri jangkau semua anak sekolah masalah utama sekolah unggul sekolah biasa sistem zonasi adil jika kualitas semua sekolah rata tingkat mutu guru sarana anggar sekolah anggap kurang favorit jangan branding sekolah favorit sistem didik publik
163,25/11/2024,X / Twitter,https://x.com/0pinz/status/1860918310805921948,"Jadi maunya zonasi ini dihapus apa dipertahankan? Jangan hanya karena ketidaksukaan pada suatu kaum, kau berbuat tidak adil.",Negatif,,,,,124,18,mau zonasi hapus apa tahan jangan karena ketidaksukaan suatu kaum kau buat adil
164,24/11/2024,X / Twitter,https://x.com/adi_wahyu35/status/1860490008026853387,"@zanatul_91 Setuju, pak. Harusnya dikaji terlebih dulu. Zonasi itu bagus adanya agar pendidikan itu merata dan adil bagi semua. Jadi, lebih baik dipertahankan. Sesuai dengan apa uang dibilang bapak bahwa yang dikaji itu persentasenya. Kalau lebih banyak yang zonasi, sepertinya tidak adil.",Positif,,,,,289,42,tuju pak harus kaji lebih dulu zonasi bagus ada didik rata adil semua baik tahan sesuai apa uang bilang bapak kaji persentase banyak zonasi seperti adil
165,23/10/2024,X / Twitter,https://x.com/lynxluna/status/1849134714613055544,"Ternyata rame, yang setuju ada yang ga setuju pun ada. Biasa dalam berpendapat. "" Cuma ga setuju ama yg lewat kalo yg ga setuju zonasi itu backgroundnya STEM dan yang setuju itu soshum. Lalu mengaitkan dengan empati. Ga mau generalisasi, tapi generalisasi 😂 Tapi baiklah, kalo dibilang nirempati juga gapapa. Walau sudah jelas ditulis kalau saya tidak suka orang miskin yang punya potensi ditutup kesempatannya cuma karena orang tuanya miskin. Kok gitu? Ya karena org miskin ga bisa punya rumah di kompleks sekolah. Jadi kalo dia mau berkorban “waktu” dan “tenaga” untuk dapat pendidikan subsidi terbaik kenapa dicegah cuma krn rumahnya jauh? It’s his/her sacrifice and hard work to get education. Ini bahkan bukan masalah kualitas lho, ini saya bahas akses saja. Ada kecamatan dan kelurahan yang ga punya sekolah. Terus gimana coba? 😂 ga sekolah? Kalah ama yg rumahnya dekat kota? Makanya saya bilang ga adil. Krn kenyataannya emang ga adil. Apa yg bisa dilakukan seorang bocah kecil atas tempat tinggal ortunya: ga ada. Apa yg bisa dilakukan bocah kecil untuk menggapai akses pendidikan walau jauh: commuting, berangkat pagi. Ada keinginan, ada jalan. Kalo pake zonasi ada keinginan, sama sekali ga ada jalan. Jalan satu2nya ya pindah rumah. Bocah umur SD gimana mempengaruhi ortunya buat pindah rumah yg dkt kompleks sekolah 😮‍💨 Mobilitas ekonomi itu di-enable dengan dua hal: akses ke pendidikan dan kesehatan yang merata dan memadai. Dengan akses seluas2nya. Kalau memang belum mampu membangun yang merata ya ga usah ngadi-adi. Buka saja akses dan kesempatan seluas2nya. Jangan pake radius rumah karena itu ga adil. Kalo emang distribusi pendidikan dasar udah merata ya silahkan pakai zonasi. Toh premis zonasi kan ini: “sekolah negeri di mana aja sama” Tapi kan sekarang belum. Lagi saya mah ga bahas sekolah favorit atau enggak, krn sekolah “favorit” bikin guru males juga wkwkwkwk. But I digress. ""Intinya ada pada AKSES YANG ADIL. Kalo sekolahnya aja GA ADA, yg mau diakses apa?",Positif,,,,,1987,318,nyata rame tuju tuju biasa dapat cuma tuju ama lewat tuju zonasi backgroundnya stem tuju soshum lalu kait empati mau generalisasi generalisasi baik bilang nirempati gapapa jelas tulis suka orang miskin punya potensi tutup sempat cuma orang tua miskin org miskin punya rumah kompleks sekolah mau korban waktu tenaga didik subsidi baik cegah cuma krn rumah jauh its his her sacrifice and hard work get education bahkan masalah kualitas lho bahas akses camat lurah punya sekolah terus gimana coba sekolah kalah ama rumah dekat kota makanya bilang adil krn nyata adil apa laku orang bocah kecil atas tempat tinggal ortunya apa laku bocah kecil gapai akses didik jauh commuting berangkat pagi ingin jalan pake zonasi ingin sama sekali jalan jalan satu pindah rumah bocah umur gimana pengaruh ortunya buat pindah rumah dkt kompleks sekolah mobilitas ekonomi enable hal akses didik sehat rata pada akses luas mampu bangun rata usah ngadi adi buka akses sempat luas jangan pake radius rumah adil distribusi didik dasar rata silah pakai zonasi premis zonasi sekolah negeri mana sama sekarang lagi mah bahas sekolah favorit enggak krn sekolah favorit bikin guru males wkwkwkwk but digress inti akses adil sekolah mau akses apa
