id,teks,teks_clean,label
153,"Kebetulan sy yg menggerakan warga di Jatim menolak penerapan PPDB Zonasi SLTA tahun 2019."" Sy tidak menolak PPDB Zonasi sbg kebijakan yg memang dasar dan tujuannya baik. Sy menolak karena ketidak siapan implementasi dan inkonsistensi dlm penerapannya. Bersekolah itu yg benar, ya dekat rumah. Bukan cari ke sekolah ke lokasi2 jauh. Kenapa cari sekolah jauh dr rumah? ""Sebagian karena persepsi kualitas sekolah. Padahal faktanya bukan sekolahnya yg betul2 berkualitas, tapi siswa yg diterimanya memang yg pinter2. Dan pinternya siswa2 itu bukan karena sekolah, tapi karena les2an. Ini menimbulkan ketidakadilan bagi siswa yg tak mampu les2an. Lebih jauh, tak adil bagi siswa yg rumahnya dekat sekolah, terlempar jauh karena nilai nya tak memenuhi standar masuk."" ---- PPDB Zonasi itu sudah kebijakan yg paling ideal. Namun, cilakanya implementasinya buruk. Pertama, Pemda tak menjalankan perannya dalam memeratakan sekolah. Baik jumlah maupun sebaran. Belum lagi kualitas (kelengkapan sarpras, akses, fasilitas dll). Kedua, Pempus tidak memikirkan bahwa ada anak2 dg kemampuan khusus yg perlu difasilitasi. Dimana kalau PPDB Zonasi diterapkan, maka Pempus harus juga membuat sekolah khusus untuk menampung anak2 dgn intelektual atau IQ atau kemampuan belajar jauh diatas rata2. ""Demikian.",betul gera warga jatim tolak terap ppdb zonasi slta tahun tolak ppdb zonasi sbg bijak dasar tuju baik tolak tidak siap implementasi inkonsistensi dlm terap sekolah benar dekat rumah cari sekolah lokasi jauh cari sekolah jauh rumah bagi persepsi kualitas sekolah padahal fakta sekolah betul kualitas siswa terima pinter pinternya siswa sekolah les timbul ketidakadilan siswa tak mampu les jauh tak adil siswa rumah dekat sekolah lempar jauh karena nilai tak penuh standar masuk ppdb zonasi bijak paling ideal cilakanya implementasi buruk pertama pemda tak jalan peran perata sekolah baik jumlah maupun sebar lagi kualitas lengkap sarpras akses fasilitas dua pempus pikir anak mampu khusus perlu fasilitas ppdb zonasi terap pempus buat sekolah khusus tampung anak intelektual mampu ajar jauh atas rata,Positif
154,"Kurang setuju."" Hemat saya, dalam konteks zonasi: SD ga masalah diterapkan, namun SMP ke atas harus berdasarkan meritokrasi. Kenapa? Karena fitrah manusia dan makhluk Allah. Meritocracy shares a fundamental principle with the idea of “survival of the fittest”: they both emphasize competition and reward those who perform better, I.e “survives”. Punya cita2 diterima di sekolah yang baik, harus tekun belajar. Punya keinginan diterima di tempat kerja yang baik, harus berusaha bekerja yang baik. Ingin punya usaha yang sukses, ikhtiar dengan berkompetisi sehingga lebih unggul dari saingan. Competition drives progress, and those who fail to meet the criteria fall behind. That’s the reality we live in. ""Di Indonesia khususnya, saya bisa berempati dengan rasa ketidakadilan dan ketimpangan sosial yang ada. Jawaban dari masalah tersebut bukan dengan implementasi zonasi, karena akan tidak adil bagi siswa berbakat yang tidak tinggal dekat sekolah yang diinginkan. Sehingga justru menambah ketidakadilan, karena dalam hal pendidikan yang ditekankan adalah kompetensi.",kurang tuju hemat konteks zonasi masalah terap smp atas dasar meritokrasi fitrah manusia makhluk allah meritocracy shares fundamental principle with the idea survival the fittest they both emphasize competition and reward those who perform better survives punya cita terima sekolah baik tekun ajar punya ingin terima tempat kerja baik usaha kerja baik punya usaha sukses ikhtiar kompetisi unggul saing competition drives progress and those who fail meet the criteria fall behind thats the reality live indonesia khusus empat rasa ketidakadilan timpang sosial jawab masalah sebut implementasi zonasi adil siswa bakat tinggal dekat sekolah ingin justru tambah ketidakadilan karena hal didik tekan kompetensi,Positif
155,"Hal-hal seperti Zonasi dengan keadaan SMA yg rata2 di dalam kota justru tidak adil. Orang yang rumahnya jauh dr situ, tidak mampu, jadi TIDAK ADA KESEMPATAN untuk masuk ke sekolah tersebut."" Rumah, tempat tinggal, itu berhubungan ama strata ekonomi juga. Ini lebih susah “diubah” ketimbang belajar keras untuk dapat lulus tes dengan baik. ""Kalo pembatasannya berdasarkan jarak rumah itu namanya nge-nerf pemenang biar tetap kalah bukan nge-buff yg kalah biar menang juga.",hal zonasi ada sma rata kota justru adil orang rumah jauh situ mampu sempat masuk sekolah sebut rumah tempat tinggal hubung ama strata ekonomi susah ubah ketimbang ajar keras lulus tes baik batas dasar jarak rumah nama nge nerf menang biar tetap kalah nge buff kalah biar menang,Negatif
156,"Kalau tidak bisa adil, kembalikan merit-based system. Supaya kejadian seperti di angkatan adik saya dulu tidak terulang:"" 1. Sekolah di smpn 2. kebijakan zonasi diterapkan 3. ppdb sma tidak dapat kursi karena umur kurang/kejauhan 4. tidak bisa bayar sma swasta yg setara negeri (rata-rata spp 1jt/bulan). Akhirnya ambil swasta jelek. 5. Terjebak di lingkungan jelek 6. Undangan PTN susah karena akreditasi sekolahnya jelek ""Yang pada saat di SMP punya potensial, bisa redup hanya karena kurang umur.",adil kembali rit based system jadi angkat adik dulu ulang sekolah smpn bijak zonasi terap ppdb sma kursi umur kurang jauh bayar sma swasta tara negeri rata rata spp bulan akhir ambil swasta jelek jebak lingkung jelek undang ptn susah akreditasi sekolah jelek smp punya potensial redup karena kurang umur,Negatif
157,"@mhuseinali @rfqsyw zonasi bagus,"" dgn catatan: -kurikulum pendidikan nasional bersaing dgn standar pendidikan internasional, -fasil, infra, &amp; kualitas pendidikan wajib belajar dan sdm guru bagus yg merata,; "" -sistem pendidikan tinggi aka ptn yang adil dan tidak memihak (❌️ kuota sma unggulan)",zonasi bagus catat kurikulum didik nasional saing standar didik internasional fasil infra kualitas didik wajib ajar sdm guru bagus rata sistem didik tinggi aka ptn adil pihak kuota sma unggul,Positif
158,"Salah satu analisis saya kenapa biaya kuliah makin tak terjangkau tuh gini…"" 1. Menjadi mahasiswa baru itu karena lulus tes akademis, bukan pengaruh zonasi apalagi kemampuan finansial/ekonomi. 2. Kampus sudah menetapkan pendapatan dari mahasiswa dan pemerintah sudah menetapkan anggaran untuk biaya operasional pendidikan tinggi 3. Ada gap/selisih antara akumulasi kemampuan biaya kuliah dan target pendapatan tadi. Siapapun tidak bisa menjamin semua mahasiswa baru itu dari kalangan menengah atas. Target penerimaan bisa jadi tidak tercapai. 4. Kampus akhirnya menaikkan batas atas UKT, bikin mekanisme cicilan, bikin banyak jalur masuk mandiri, buka kelas selain reguler. 5. Pemerintah memberikan bantuan tambahan lewat beasiswa, yang seharusnya bisa diperluas dengan subsidi untuk UKT yg dirasa tidak adil. ""6. Di sisi lain, mahasiswa yang ingin memperbarui alias menurunkan besaran UKT-nya tuh makin sulit. Masa penerimaan semester depan makin berkurang? Yang benar aja, rugi dong!",salah satu analisis biaya kuliah makin tak jangkau tuh jadi mahasiswa baru lulus tes akademis pengaruh zonasi mampu finansial ekonomi kampus tetap dapat mahasiswa perintah tetap anggar biaya operasional didik tinggi gap selisih akumulasi mampu biaya kuliah target dapat tadi siapa jamin semua mahasiswa baru kalang tengah atas target terima capai kampus akhir naik batas atas ukt bikin mekanisme cicil bikin banyak jalur masuk mandiri buka kelas reguler perintah beri bantu tambah lewat beasiswa luas subsidi ukt rasa adil sisi mahasiswa baru alias turun besar ukt tuh makin sulit masa terima semester depan makin kurang benar rugi,Negatif
159,"@abigailimuriaa Hmm, kurang banyak pilihan terkait PPDB Zonasi. "" ""Sbnrnya setuju pemerataan dgn tidak ada sekolah favorit dan tidak, cuma ini penilaian zonasinya yg ngaco, masa saingan sama orang yg rumah nempel tembok sekolah. Makin ga adil dong, belum jumlah sekolah negeri itu belum merata",hmm kurang banyak pilih kait ppdb zonasi sbnrnya tuju perata sekolah favorit cuma nilai zonasi ngaco masa saing sama orang rumah nempel tembok sekolah makin adil jumlah sekolah negeri rata,Positif
160,"Sistem zonasi penerimaan peserta didik baru rawan kecurangan &amp"";"" tidak adil, Fraksi ⁦@PDemokrat⁩ usulkan gunakan kembali siatem NEM. https://t.co/UYoX3RqLVH",sistem zonasi terima serta didik baru rawan curang adil fraksi usul guna siatem nem,Negatif
161,"Sistem zonasi penerimaan peserta didik baru rawan kecurangan dan tidak adil"" Demokrat usulkan gunakan kembali sistem nem Dede Yusuf M. Effendi Wakil ketua komisi X DPR RI Fraksi Partai Demokrat ""#DemokratS14P https://t.co/XBEueefTCq",sistem zonasi terima serta didik baru rawan curang adil demokrat usul guna sistem nem dede yusuf effendi wakil ketua komisi dpr fraksi partai demokrat,Negatif
162,"Sistem Zonasi Penerimaan Peserta Didik Baru Rawan Kecurangan & Tidak Adil, Demokrat Usulkan Gunakan Kembali Sistem NEM"" ""Kalau setiap permasalahan ini selalu terjadi, perlu ada perbaikan. Kita minta segera membuat sistem baru yang lebih mengedepankan azas dan hak ke testing (ujian), misalnya bisa kembali kepada sistem NEM (Nilai Evaluasi Belajar Tahap Akhir Murni)."" Dede Yusuf M. Effendi Wakil Ketua Komisi X DPR RI Fraksi Partai Demokrat ""#DemokratS14P",sistem zonasi terima serta didik baru rawan curang adil demokrat usul guna sistem nem masalah selalu jadi perlu baik minta segera buat sistem baru depan azas hak testing uji misal kepada sistem nem nilai evaluasi ajar tahap akhir murni dede yusuf effendi wakil ketua komisi dpr fraksi partai demokrat,Negatif
163,"Keberatan terhadap sistem zonasi lebih kepada kebijakan yang tidak adil. Pemerintah terlalu banyak memberikan perhatian ke sekolah-sekolah favorit, tetapi kurang peduli kepada sekolah negeri reguler dan swasta pinggiran. #Opini #AdadiKompas "" ""https://t.co/z2pjbMt1sj",berat sistem zonasi bijak adil perintah terlalu banyak beri perhati sekolah sekolah favorit kurang peduli sekolah negeri reguler swasta pinggir,Negatif
164,"@bung_madin Jalur Zonasi tidak adil bagi daerah yg minim sekolah negeri-nya. Seperti daerah saya Desa Mranggen Kab. Demak Jawa Tengah, dimana hanya terdapat 2 SMA negeri, 3 SMP negeri, selebihnya ada di Kota Demak alun2 yang jauh jaraknya...",jalur zonasi adil daerah minim sekolah negeri daerah desa mranggen kab demak jawa tengah hanya dapat sma negeri smp negeri lebih kota demak alun jauh jarak,Negatif
165,"@NarasiNewsroom zonasi dg jarak terdekat dr sekolah ini sunggu tidak adil, dalam satu kecamatan paling ada 1-2 SMAN, semua membayar pajak yg sama, terus yg bisa masuk SMAN salah satu parameternya terdekat sekolah! apkh saat pemilihan lokasi semua org sekecamatan ada dimintai persetujuan?",zonasi jarak dekat sekolah sunggu adil satu camat paling sman semua bayar pajak sama terus masuk sman salah satu parameter dekat sekolah apkh pilih lokasi semua org camat minta tuju,Positif
166,"@blantik_pedhet1 System zonasi sebenarnya bagus, lbh adil. Agar tdk terjadi yg tidak mampu malah harus masuk sekolah yg jauh krn sekolah yg dekat dah di cap favorit. Tp ya, pelaksanaan ga seindah harapan. Permainan tetap terjadi, aplgi dg otonomi daerah, kementrian jd spt tdk berdaya mengontrol.",system zonasi benar bagus lbh adil jadi mampu malah masuk sekolah jauh krn sekolah dekat cap favorit laksana indah harap main tetap jadi aplgi otonomi daerah tri spt daya kontrol,Positif
167,@schfess Semua jadi tidak adil ketika zonasi menyerang..mana ada yang pada curang pula hiks,semua adil zonasi serang mana curang hiks,Negatif
168,@zhyill @convomfs Zonasi itu tidak adil knp? Karena menghilangkan minat belajar. Ibaratnya ngapain belajar susah2 toh juga nanti yg diliat jaraknya bukan nilainya. Mau fair dan merata? Harusnya mw siswa pinter ato tidak harus daftar di sekolah yg terdekat.,zonasi adil knp hilang minat ajar ibarat ngapain ajar susah nanti liat jarak nilai mau fair rata harus siswa pinter ato daftar sekolah dekat,Positif
169,"EVALUASI KEBIJAKAN ZONASI"" ""Pak Presiden Joko Widodo dan pak menteri Nadiem Makarim, tolong dicermati dan dievaluasi lagi carut-marut kebijakan penerimaan sekolah sistim zonasi. Karena sungguh tidak adil rasanya",evaluasi bijak zonasi pak presiden joko widodo pak menteri nadiem makarim cermat evaluasi carut marut bijak terima sekolah sistim zonasi sungguh adil rasa,Negatif
170,💚 wdyt about ppdb sekarang yg pake zonasi sama umur? Dan menurut kalian itu adil atau tidak?,wdyt about ppdb sekarang pake zonasi sama umur kalian adil,Positif
171,"@PPDBDKI1 Jalur Zonasi ini menurut saya tidak adil siswa bersaing dengan 2 katagori usia dan zona terdekat, usia diatas 15th 10bln kalah dgn 15th 4 bl dgn katagori terdekat dan usia di atas 16 s/d 18 th bisa lolos walau jauh dari zonasi sekolah, harusnya jgn zonasi tapi USIA ribet th ini",jalur zonasi adil siswa saing katagori usia zona dekat usia atas bln kalah katagori dekat usia atas lolos jauh zonasi sekolah harus jgn zonasi usia ribet,Negatif
172,"@PPDBDKI1 Apa tidak ada kebijakan dari Gubernur untuk merubah sistem zonasi, terutama masalah penentuan sekolah perioritas. Jangan semua pilihan adalah perioriras ketiga. Jika demikian penentuannya, menjadi tidak adil bagi calon peserta didik yang di kelurahannya tidak ada sekolah.",apa bijak gubernur rubah sistem zonasi utama masalah tentu sekolah perioritas jangan semua pilih perioriras tiga demikian tentu jadi adil calon serta didik lurah sekolah,Negatif
173,"@PPDBDKI1 @ppdbdki sk gub zonasi sma tidak adil, saya tinggal dg ktp berjarak 500 m dr sma terdekat, tp dimanapun saya daftar tempat tinggal saya zona 3...",gub zonasi sma adil tinggal ktp jarak sma dekat mana daftar tempat tinggal zona,Positif
174,"Percuma bang, aku mention mbak @puanmaharani_ri soal ppdb zonasi kagak ada tanggapan. Padahal jelas itu merugikan sebagian besar masyarakat karena kebijakan pendidikan yg tidak adil.",percuma bang aku mention mbak soal ppdb zonasi kagak tanggap padahal jelas rugi bagi besar masyarakat bijak didik adil,Negatif
175,"@jokowi "" @Kemdikbud_RI Mohon dengan sangat agar PPDB zonasi ini dihentikan. Ini tidak adil bagi mereka yg berada di wilayah blank alias tidak ada sekolah negeri terdekat. ❌STOP❌ ""Jangan membuat kebijakan yg hanya menyakiti rakyat.",mohon sangat ppdb zonasi henti adil ada wilayah blank alias sekolah negeri dekat stop jangan buat bijak sakit rakyat,Positif
176,"@Kemdikbud_RI "" @jokowi ""Mohon dihapus kebijakan PPDB zonasi, karena kebijakan ini tidak adil, terutama bagi mereka yg berada di wilayah blank (tidak ada sekolah negeri) di sekitar rumahnya.",mohon hapus bijak ppdb zonasi bijak adil utama ada wilayah blank sekolah negeri rumah,Negatif
177,"@ambisforfk @jaehyun_ui @sbmptnfess Poinnya bukan ke ada seleksi atau tidak. Tapi LTMPT yang ngeduluin suatu institusi daripada ke publik, yang jatohnya tidak adil. Bertolak belakang dengan zonasi yang tujuannya untuk pemerataan pendidikan",poin seleksi ltmpt ngeduluin suatu institusi publik jatohnya adil tolak belakang zonasi tuju perata didik,Positif
178,"@arfibambani Maaf Mas, berbicara mengenai Zonasi, Pemerintah masih belum adil dengan sarananya. Masih banyak daerah dgn kepadatan penduduk tinggi tapi sarana sekolah nya tidak mencukupi. Daerah gue misalnya, menurut gue sih, anak2 gue jadi korban zonasi yg menyebalkan ini.",maaf mas bicara kena zonasi perintah belum adil sarana banyak daerah padat duduk tinggi sarana sekolah cukup daerah gue misal gue anak gue korban zonasi sebal,Positif
179,@bertanyarl Sistem zonasi + umur yang paling tua yang di duluin adalah sistem yang paling ngga adil menurut gw. Because liat deh buat anak2 yang udah sekolah dan umurnya pas atau agak kurang dari standar umur mulai sekolah dan mereka pintar dan rajin dalam akademik walaupun tidak ikut lomba,sistem zonasi umur paling tua duluin sistem paling adil because liat buat anak sekolah umur pas kurang standar umur mulai sekolah pintar rajin akademik walaupun ikut lomba,Positif
180,"@af1_ @aniesbaswedan Memang sudah paling adil itu seleksi via UN.. karena sekolah di jakarta apalagi indonesia itu tidak merata 🙂"" ""Pemerataan dlu baru zonasi.. jangan terbalik.. anak2 umur tua karena tidak belajar bisa unggul drpd umur muda berprestasi",paling adil seleksi sekolah jakarta indonesia rata perata dlu baru zonasi jangan balik anak umur tua ajar unggul drpd umur muda prestasi,Positif
181,"Adanya jalur zonasi dirasa tidak adil oleh banyak pihak mengingat jumlah SMP di zonanya masing-masing, tidak sama dengan ketersedian jumlah SMA/SMK. #publisherstory https://t.co/bGnsAJE2Cs",ada jalur zonasi rasa adil banyak pihak ingat jumlah smp zona masing masing sama dian jumlah sma smk,Negatif
182,"Anak didik jelata diseleksi lewat zonasi dgn argumen tidak ada sekolah favorit, semua sama, dan agar sekolah dekat rumah."" Tapi anak Walikota dan pejabat, boleh pilih sekolah yg disuka, walau alamat KK rumah di ujung kota, sekolah ditengah kota. ""Adil?",anak didik jelata seleksi lewat zonasi argumen sekolah favorit semua sama sekolah dekat rumah anak walikota jabat pilih sekolah suka alamat rumah ujung kota sekolah tengah kota adil,Positif
183,"Hapus sistem zonasi2 itu pak. Termasuk yg setingkat perguruan tinggi. Kasihan anak yg tinggal di daerah yg minim perguruan tinggi. Kalau pun ada, pilihan fakultas tidak ada yg disuka karena terbatas."" Sistem zonasi ini tidak adil pak, menyakitkan. ""@Kemdikbud_RI",hapus sistem zonasi pak masuk tingkat guru tinggi kasihan anak tinggal daerah minim guru tinggi pilih fakultas suka batas sistem zonasi adil pak sakit,Negatif
184,"Sch! Boleh enggak sih protes ke disdik provinsi terkait sistem zonasi yang memberatkan &amp"";"" terkesan tidak adil. Biasanya kalo menyuarakan pendapat gitu boleh ga ya ngirim lewat email disdik?",sch enggak protes disdik provinsi kait sistem zonasi berat kes adil biasa suara dapat ngirim lewat email disdik,Negatif
185,Kisruh soal PPDB Jakarta berpusat pada seleksi jalur zonasi berdasarkan usia. Orang tua murid merasa jalur zonasi kali ini tidak adil. Pengulangan jalur zonasi dinilai bisa menjadi solusi. Setujukah detikers? Tulis komentarmu di artikel ini ya! #PPDB #P... https://t.co/bnxFpJK8xX,kisruh soal ppdb jakarta pusat seleksi jalur zonasi dasar usia orang tua murid rasa jalur zonasi kali adil ulang jalur zonasi nilai jadi solusi tuju detikers tulis komentar artikel,Netral
186,Orang Tua Murid Minta Jalur Zonasi Bina RW Dibatalkan. Jalur zonasi bina RW ini tidak adil karena hanya boleh diikuti oleh Calon Peserta Didik Baru (CPDB) yang memiliki tempat tinggal satu wilayah RW dengan sekolah. https://t.co/7l67XsZQjP,orang tua murid minta jalur zonasi bina batal jalur zonasi bina adil hanya ikut calon serta didik baru cpdb milik tempat tinggal satu wilayah sekolah,Netral
187,"Kebijakan Nadiem Makarim mengenai PPDB jalur zonasi berdasarkan usia menuai polemik. Kebijakan ini menjadi kisruh lantaran dianggap tidak adil dan diskriminatif. Yang muda, miskin, pintar minggir dulu aja... https://t.co/WhjffbdkXt",bijak nadiem makarim kena ppdb jalur zonasi dasar usia tuai polemik bijak jadi kisruh lantar anggap adil diskriminatif muda miskin pintar minggir dulu,Negatif
188,"@bopo_jodhipati Exactly, ini lah kenapa saya dukung zonasi di pendidikan dasar dan menengah",exactly lah dukung zonasi didik dasar tengah,Positif
189,"@akf245 @pendapatpribumi Sudah berdiri sebanyak itu baru dilarang karena melanggar zonasi ? "" Lah selama ini pemkab nya kemana ? Tidur ? Waktu mendirikan usaha ijin nya ke siapa ? Hansip ? Yg kritis itu hatters pemerintah ? ""Klo gitu, yg dukung buzzer pemerintah ya ?",diri banyak baru larang langgar zonasi lah lama pemkab tidur waktu diri usaha ijin siapa hansip kritis hatters perintah klo dukung buzzer perintah,Positif
190,"kita bisa kontra keras dengan kebijakannya, tapi kita juga bisa kontra keras terhadap kriminalisasi yang terjadi."" saya benci sebenci bencinya dengan kebijakan zonasi dan kurikulum merdeka. kalau Nadiem didakwa atas masalah tersebut saya dukung 1000% dengan besarnya tuntutan jaksa. tapi kan yang didakwakan bukan masalah itu. ""seharusnya kita bisa berpikir dan menilai secara imparsial.",kontra keras bijak kita kontra keras kriminalisasi jadi benci benci benci bijak zonasi kurikulum merdeka nadiem dakwa atas masalah sebut dukung besar tuntut jaksa dakwa masalah kita pikir nilai imparsial,Negatif
191,"Penataan zonasi bukan sekadar garis di peta, tapi kunci menjaga keseimbangan."" ""Dengan zonasi yang tepat, kawasan konservasi bisa melindungi habitat, memberi ruang untuk wisata, nelayan, dan ekosistem agar tetap lestari. Mari dukung penataan zonasi demi laut yang berkelanjutan! 💙 https://t.co/RpBxEHny7N",tata zonasi sekadar garis peta kunci jaga imbang zonasi tepat kawasan konservasi lindung habitat beri ruang wisata nelayan ekosistem tetap lestari dukung tata zonasi laut lanjut,Positif
192,"Di ICI 2025, Wamen Ossy: ATR/BPN Siapkan Kebijakan Tata Ruang Terpadu untuk Dukung Pembangunan Infrastruktur"" JAKARTA – Wakil Menteri ATR/BPN, Ossy Dermawan, menegaskan bahwa keberhasilan pembangunan infrastruktur sangat bergantung pada kebijakan tata ruang yang terintegrasi dan berkelanjutan. Pernyataan tersebut ia sampaikan saat menyampaikan keynote speech dalam International Conference on Infrastructure (ICI) 2025 yang diselenggarakan oleh Kementerian Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan di Jakarta International Convention Center (JICC), Kamis (12/6/2025). “Pembangunan infrastruktur memerlukan tanah. Namun tanah memerlukan kepastian hukum, aksesibilitas, zonasi yang tepat, serta harmonisasi dengan aspek lingkungan dan sosial,” ungkap Wamen Ossy. “Karena itu, kami di Kementerian ATR/BPN tengah berupaya mewujudkan satu kebijakan tata ruang terpadu—yakni pendekatan menyeluruh yang menyatukan pemanfaatan lahan, perencanaan sektoral, dan tujuan pembangunan ke dalam satu sistem tata kelola yang komprehensif.” Dalam pidato berjudul “Right Infrastructure in the Right Place: Spatial Planning for Impactful Infrastructure”, Ossy menekankan bahwa pembangunan infrastruktur tidak boleh didasarkan semata pada pertimbangan teknis. Sebaliknya, infrastruktur harus dirancang untuk menjawab kebutuhan nyata masyarakat. Ia mencontohkan pentingnya membangun infrastruktur publik seperti konektivitas untuk wilayah yang kurang terlayani, fasilitas kesehatan di lokasi prioritas, dan hunian terjangkau yang dekat dengan pusat kegiatan ekonomi. Selain itu, Wamen Ossy juga menyoroti aspek ketahanan infrastruktur terhadap risiko jangka panjang, seperti perubahan iklim dan bencana alam. Dalam konteks ini, tata ruang menjadi instrumen penting untuk mitigasi risiko. “Kami telah mulai melakukan langkah-langkah seperti pemetaan wilayah rawan banjir dan gempa, penyusunan regulasi zonasi yang membatasi permukiman di kawasan risiko tinggi, serta penyediaan ruang terbuka hijau (RTH) di kota-kota besar,” jelasnya. “Kami menyadari masih banyak hal yang perlu disempurnakan, namun komitmen untuk terus memperbaiki kebijakan ini tidak akan berhenti.” katanya. Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan, Agus Harimurti Yudhoyono (Menko AHY), mengatakan jika lebih dari 70 persen rakyat Indonesia akan tinggal di wilayah perkotaan pada tahun 2045. Untuk mengakomodir kebutuhan masyarakat yang tinggal di daerah perkotaan, Menko AHY akan menyediakan berbagai fasilitas dan pembangunan infrastruktur yang disebut dengan Livable and Resilient Cities. “Kita berinvestasi pada perumahan terjangkau, transportasi publik ramah lingkungan, serta pengendalian banjir dan pengelolaan sampah,” kata Menko AHY. ""“Dengan semangat ekonomi sirkular, kami mendorong transformasi pengelolaan sampah menjadi pembangkit energi, bahan baku industri, dan sumber ekonomi masyarakat lokal,” jelas Menko AHY.",ici wamen ossy atr bpn siap bijak tata ruang padu dukung bangun infrastruktur jakarta wakil menteri atr bpn ossy dermawan tegas hasil bangun infrastruktur sangat gantung bijak tata ruang integrasi lanjut nyata sebut sampai sampai keynote speech international conference infrastructure ici selenggara menteri koordinator bidang infrastruktur bangun wilayah jakarta international convention center jicc kamis bangun infrastruktur perlu tanah tanah perlu pasti hukum aksesibilitas zonasi tepat harmonisasi aspek lingkung sosial ungkap wamen ossy menteri atr bpn tengah upaya wujud satu bijak tata ruang terpaduyakni dekat seluruh satu manfaat lahan rencana sektoral tuju bangun satu sistem tata kelola komprehensif pidato judul right infrastructure the right place spatial planning for impactful infrastructure ossy tekan bangun infrastruktur dasar semata timbang teknis balik infrastruktur rancang jawab butuh nyata masyarakat contoh penting bangun infrastruktur publik konektivitas wilayah kurang layan fasilitas sehat lokasi prioritas huni jangkau dekat pusat giat ekonomi wamen ossy sorot aspek tahan infrastruktur risiko jangka panjang ubah iklim bencana alam konteks tata ruang jadi instrumen penting mitigasi risiko mulai laku langkah langkah meta wilayah rawan banjir gempa susun regulasi zonasi batas mukim kawasan risiko tinggi sedia ruang buka hijau rth kota kota besar jelas sadar banyak perlu sempurna komitmen terus baik bijak henti kata menteri koordinator bidang infrastruktur bangun wilayah agus harimurti yudhoyono menko ahy kata persen rakyat indonesia tinggal wilayah kota tahun mengakomodir butuh masyarakat tinggal daerah kota menko ahy sedia bagai fasilitas bangun infrastruktur sebut livable and resilient cities investasi rumah jangkau transportasi publik ramah lingkung kendali banjir kelola sampah kata menko ahy semangat ekonomi sirkular dorong transformasi kelola sampah jadi bangkit energi bahan baku industri sumber ekonomi masyarakat lokal jelas menko ahy,Positif
193,"UU NO 3 TAHUN 2020 pasal 8A diantaranya rencana pengelolaan minerba disusun dengan mempertimbangkan daya dukung SDA dan rencana tata ruang wilayah &amp"";"" zonasi masa masi kurang jelas… kobisa raja ampat dijadiin wilayah tambang? kobisa dapet izin IUP? gimana sama amdal nya-",tahun pasal antara rencana kelola minerba susun timbang daya dukung sda rencana tata ruang wilayah zonasi masa mas kurang jelas kobisa raja ampat dijadiin wilayah tambang kobisa dapet izin iup gimana sama amdal,Positif
194,"@irenedibacayrin @tanyarlfes Yg bikin susah ya mentri sebelumnya, anak bodoh aja bisa masuk sekolah favorit yg dulu zaman gw masuk hrs dpt NEM tinggi skg gk bisa ngitung aja bisa masuk gegara zonasi, kalo berubahnya ke arah lebih baik gw dukung",bikin susah tri belum anak bodoh masuk sekolah favorit dulu zaman masuk hrs dpt nem tinggi skg ngitung masuk gegara zonasi ubah arah baik dukung,Negatif
195,"Kalo sesuai zonasi, ponakan gue dapetnya SMA 2 Cibitung ini 😮‍💨"" ""Cc kakek-kakek tua yang dukung mati-matian sistem zonasi padahal anaknya sekolah swasta semua 🥱",sesuai zonasi ponakan gue dapetnya sma cibitung kakek kakek tua dukung mati mati sistem zonasi padahal anak sekolah swasta semua,Positif
196,"Dewan Pimpinan Pusat Partai Solidaritas Indonesia (DPP PSI), PSI Dukung Wapres Gibran Hapus Sistem Zonasi PPDB https://t.co/QVm1rZbvii lewat @Keuangan News https://t.co/3eMFLs9Pog",dewan pimpin pusat partai solidaritas indonesia dpp psi psi dukung wapres gibran hapus sistem zonasi ppdb lewat news,Negatif
197,"PGRI Dukung Penghapusan Sistem Zonasi Sekolah untuk Pemerataan Pendidikan"" ""https://t.co/vdYacV30Qn",pgri dukung hapus sistem zonasi sekolah perata didik,Negatif
198,"gw gak sekali dua kali lah liat di twitter ini orang ngomong panjang lebar alasan gak usah terusin zonasi"" tapi begitu yg ngomong gibran, everybody lose their mind 🤯 sebenernya bisa ga sih fokus ke goalsnya aja? siapapun yg ngomong ""bisa kok pro hapus-zonasi tanpa dukung gibran",sekali kali lah liat orang ngomong panjang lebar alas usah terusin zonasi begitu ngomong gibran everybody lose their mind sebenernya fokus goalsnya siapa ngomong pro hapus zonasi dukung gibran,Negatif
199,"Kontroversi otak dongok Muhadjir"" 1. Kampus cari uang dr Wisuda 2. Bayar kuliah dari pinjol 3. Korban Judi OL dpt Bansos 4. Dukung Kuliah Subuh di NTT 5. Penerimaan Siswa lewat Zonasi #WapresPsikopatFufufafa #WapresPsikopatFufufafa #PrabowoTersandera ""https://t.co/HQBPUrNyzR..",kontroversi otak dongok muhadjir kampus cari uang wisuda bayar kuliah pinjol korban judi dpt bansos dukung kuliah subuh ntt terima siswa lewat zonasi,Positif
200,"RIDO Dukung Zonasi, Pastikan Tidak Ada Anak Jakarta Putus Sekolah https://t.co/Cky6NtFOEC",rido dukung zonasi pasti anak jakarta putus sekolah,Positif
